1	0	0	15	H007	172	166	祖玛雕像	记忆头盔	0	0	1	2023-06-11 17:50:00
1	0	0	15	H007	170	167	祖玛弓箭手	灵魂项链	0	0	1	2023-06-11 17:50:00
1	0	0	15	H007	170	167	祖玛弓箭手	心灵手镯	0	0	1	2023-06-11 17:50:00
1	0	0	15	H007	170	167	祖玛弓箭手	战神盔甲(女)	0	0	1	2023-06-11 17:50:00
1	0	0	15	H007	170	167	祖玛弓箭手	恶魔长袍(女)	0	0	1	2023-06-11 17:50:00
1	0	0	15	H007	170	169	祖玛卫士3	铂金戒指	0	0	1	2023-06-11 17:50:05
1	0	0	4	H007	171	166	法师	心灵手镯	42	1	1	2023-06-11 17:50:15
1	0	0	4	H007	170	167	法师	恶魔长袍(女)	43	1	1	2023-06-11 17:50:15
1	0	0	15	H007	170	166	祖玛弓箭手	天珠项链	0	0	1	2023-06-11 17:50:15
1	0	0	15	H007	170	166	祖玛弓箭手	恶魔长袍(男)	0	0	1	2023-06-11 17:50:15
1	0	0	4	H007	169	166	法师	灵魂项链	44	1	1	2023-06-11 17:50:15
1	0	0	4	H007	169	165	法师	天珠项链	45	1	1	2023-06-11 17:50:20
1	0	0	4	H007	170	168	法师	铂金戒指	46	1	1	2023-06-11 17:50:20
1	0	0	15	H007	168	164	祖玛卫士3	记忆头盔	0	0	1	2023-06-11 17:50:20
1	0	0	15	H007	168	164	祖玛卫士3	天珠项链	0	0	1	2023-06-11 17:50:20
1	0	0	15	H007	170	165	祖玛卫士3	泰坦戒指	0	0	1	2023-06-11 17:50:35
1	0	0	15	H007	170	165	祖玛卫士3	生命项链	0	0	1	2023-06-11 17:50:35
1	0	0	15	H007	170	165	祖玛卫士3	龙之戒指	0	0	1	2023-06-11 17:50:35
1	0	0	4	H007	173	165	法师	记忆头盔	47	1	1	2023-06-11 17:50:40
1	0	0	4	H007	171	164	法师	龙之戒指	48	1	1	2023-06-11 17:50:40
1	0	0	4	H007	170	164	法师	生命项链	49	1	1	2023-06-11 17:50:40
1	0	0	15	H007	167	165	祖玛卫士3	生命项链	0	0	1	2023-06-11 17:50:40
1	0	0	15	H007	167	165	祖玛卫士3	幽灵项链	0	0	1	2023-06-11 17:50:40
1	0	0	15	H007	167	165	祖玛卫士3	灯笼项链	0	0	1	2023-06-11 17:50:40
1	0	0	15	H007	167	165	祖玛卫士3	白色虎齿项链	0	0	1	2023-06-11 17:50:40
1	0	0	4	H007	169	164	法师	泰坦戒指	50	1	1	2023-06-11 17:50:45
1	0	0	4	H007	170	165	法师	恶魔长袍(男)	51	1	1	2023-06-11 17:50:45
1	0	0	15	H007	178	164	祖玛卫士3	骑士手镯	0	0	1	2023-06-11 17:50:45
1	0	0	15	H007	178	164	祖玛卫士3	记忆头盔	0	0	1	2023-06-11 17:50:45
1	0	0	15	H007	178	164	祖玛卫士3	思贝儿手镯	0	0	1	2023-06-11 17:50:45
1	0	0	15	H007	178	164	祖玛卫士3	铂金戒指	0	0	1	2023-06-11 17:50:45
1	0	0	15	H007	178	164	祖玛卫士3	红宝石戒指	0	0	1	2023-06-11 17:50:45
1	0	0	4	H007	176	162	法师	铂金戒指	52	1	1	2023-06-11 17:50:50
1	0	0	4	H007	177	162	法师	红宝石戒指	53	1	1	2023-06-11 17:50:50
1	0	0	15	H007	176	162	祖玛卫士3	泰坦戒指	0	0	1	2023-06-11 17:50:50
1	0	0	4	H007	177	163	法师	骑士手镯	54	1	1	2023-06-11 17:50:50
1	0	0	4	H007	177	165	法师	思贝儿手镯	55	1	1	2023-06-11 17:50:50
1	0	0	15	H007	167	166	祖玛弓箭手	思贝儿手镯	0	0	1	2023-06-11 17:50:55
1	0	0	4	H007	175	161	法师	泰坦戒指	56	1	1	2023-06-11 17:50:55
1	0	0	7	H007	173	163	法师	记忆头盔	47	1	1	2023-06-11 17:51:00
1	0	0	7	H007	173	163	法师	恶魔长袍(男)	51	1	1	2023-06-11 17:51:10
1	0	0	7	H007	173	163	法师	恶魔长袍(女)	43	1	1	2023-06-11 17:51:10
1	0	0	7	H007	173	163	法师	降妖除魔戒指	35	1	1	2023-06-11 17:51:15
1	0	0	4	H007	168	163	法师	天珠项链	57	1	1	2023-06-11 17:51:20
1	0	0	15	H007	172	160	祖玛弓箭手3	紫碧螺	0	0	1	2023-06-11 17:51:20
1	0	0	4	H007	168	164	法师	灯笼项链	58	1	1	2023-06-11 17:51:20
1	0	0	4	H007	166	164	法师	生命项链	59	1	1	2023-06-11 17:51:20
1	0	0	4	H007	166	165	法师	白色虎齿项链	60	1	1	2023-06-11 17:51:20
1	0	0	4	H007	167	165	法师	思贝儿手镯	61	1	1	2023-06-11 17:51:20
1	0	0	4	H007	171	159	法师	紫碧螺	62	1	1	2023-06-11 17:51:25
1	0	0	15	H007	160	163	祖玛弓箭手3	绿色项链	0	0	1	2023-06-11 17:51:30
1	0	0	15	H007	160	163	祖玛弓箭手3	心灵手镯	0	0	1	2023-06-11 17:51:30
1	0	0	7	H007	161	165	法师	白色虎齿项链	60	1	1	2023-06-11 17:51:30
1	0	0	7	H007	161	165	法师	灯笼项链	58	1	1	2023-06-11 17:51:30
1	0	0	15	H007	158	164	祖玛弓箭手	天珠项链	0	0	1	2023-06-11 17:51:35
1	0	0	15	H007	158	164	祖玛弓箭手	生命项链	0	0	1	2023-06-11 17:51:35
1	0	0	15	H007	158	164	祖玛弓箭手	铂金戒指	0	0	1	2023-06-11 17:51:35
1	0	0	4	H007	159	163	法师	铂金戒指	63	1	1	2023-06-11 17:51:40
1	0	0	4	H007	159	162	法师	绿色项链	64	1	1	2023-06-11 17:51:40
1	0	0	4	H007	160	162	法师	心灵手镯	65	1	1	2023-06-11 17:51:40
1	0	0	4	H007	158	163	法师	生命项链	66	1	1	2023-06-11 17:51:45
1	0	0	4	H007	157	163	法师	天珠项链	67	1	1	2023-06-11 17:51:45
1	0	0	15	H007	154	172	祖玛弓箭手	阎罗手套	0	0	1	2023-06-11 17:51:50
1	0	0	15	H007	154	172	祖玛弓箭手	恶魔铃铛	0	0	1	2023-06-11 17:51:50
1	0	0	4	H007	154	171	法师	恶魔铃铛	68	1	1	2023-06-11 17:51:50
1	0	0	4	H007	153	171	法师	阎罗手套	69	1	1	2023-06-11 17:51:50
1	0	0	15	H007	154	171	祖玛卫士	战神盔甲(男)	0	0	1	2023-06-11 17:52:00
1	0	0	15	H007	154	170	祖玛卫士	红宝石戒指	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	154	170	祖玛卫士	灯笼项链	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	155	170	祖玛卫士	龙之手镯	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	155	170	祖玛卫士	黑铁头盔	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	155	170	祖玛卫士	幽灵项链	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	155	170	祖玛卫士	灯笼项链	0	0	1	2023-06-11 17:52:10
1	0	0	15	H007	155	170	祖玛卫士	记忆项链	0	0	1	2023-06-11 17:52:10
1	0	0	4	H007	154	170	法师	幽灵项链	70	1	1	2023-06-11 17:52:15
1	0	0	4	H007	155	169	法师	龙之手镯	71	1	1	2023-06-11 17:52:15
1	0	0	4	H007	156	169	法师	黑铁头盔	72	1	1	2023-06-11 17:52:15
1	0	0	4	H007	156	170	法师	记忆项链	73	1	1	2023-06-11 17:52:15
1	0	0	15	H007	156	169	祖玛卫士	骑士手镯	0	0	1	2023-06-11 17:52:15
1	0	0	15	H007	156	169	祖玛卫士	力量戒指	0	0	1	2023-06-11 17:52:15
1	0	0	15	H007	156	169	祖玛卫士	思贝儿手镯	0	0	1	2023-06-11 17:52:15
1	0	0	4	H007	154	169	法师	灯笼项链	74	1	1	2023-06-11 17:52:20
1	0	0	4	H007	153	169	法师	红宝石戒指	75	1	1	2023-06-11 17:52:20
1	0	0	4	H007	155	168	法师	骑士手镯	76	1	1	2023-06-11 17:52:20
1	0	0	15	H007	157	169	祖玛卫士	紫碧螺	0	0	1	2023-06-11 17:52:20
1	0	0	15	H007	157	169	祖玛卫士	黑铁头盔	0	0	1	2023-06-11 17:52:20
1	0	0	15	H007	157	169	祖玛卫士	井中月	0	0	1	2023-06-11 17:52:20
1	0	0	15	H007	157	169	祖玛卫士	灯笼项链	0	0	1	2023-06-11 17:52:20
1	0	0	4	H007	156	168	法师	力量戒指	77	1	1	2023-06-11 17:52:20
1	0	0	4	H007	156	169	法师	黑铁头盔	78	1	1	2023-06-11 17:52:25
1	0	0	4	H007	157	169	法师	井中月	79	1	1	2023-06-11 17:52:25
1	0	0	4	H007	157	170	法师	灯笼项链	80	1	1	2023-06-11 17:52:25
1	0	0	4	H007	155	170	法师	灯笼项链	81	1	1	2023-06-11 17:52:25
1	0	0	7	H007	155	170	法师	灯笼项链	81	1	1	2023-06-11 17:52:30
1	0	0	7	H007	155	170	法师	灯笼项链	80	1	1	2023-06-11 17:52:30
