14/14	0:01:01
14/14	0:06:01
14/14	0:11:01
14/14	0:16:01
14/14	0:21:01
14/14	0:26:01
14/14	0:31:01
14/14	0:36:01
14/14	0:41:01
14/14	0:46:01
14/14	0:51:01
14/14	0:56:01
14/14	1:01:01
14/14	1:06:01
14/14	1:11:01
14/14	1:16:01
14/14	1:21:01
14/14	1:26:01
13/14	1:31:01
13/13	1:36:01
13/13	1:41:01
13/13	1:46:01
13/13	1:51:01
13/13	1:56:01
13/13	2:01:01
13/13	2:06:01
13/13	2:11:01
13/13	2:16:01
13/13	2:21:01
13/13	2:26:01
13/13	2:31:01
13/13	2:36:01
13/13	2:41:01
13/13	2:46:01
13/13	2:51:01
13/13	2:56:01
13/13	3:01:01
13/13	3:06:01
13/13	3:11:01
13/13	3:16:01
13/13	3:21:01
13/13	3:26:01
13/13	3:31:01
13/13	3:36:01
13/13	3:41:01
13/13	3:46:01
13/13	3:51:01
13/13	3:56:01
13/13	4:01:01
13/13	4:06:01
13/13	4:11:01
13/13	4:16:01
13/13	4:21:01
13/13	4:26:01
13/13	4:31:01
13/13	4:36:01
13/13	4:41:01
13/13	4:46:01
13/13	4:51:01
13/13	4:56:01
13/13	5:01:01
13/13	5:06:01
13/13	5:11:01
12/13	5:16:01
12/12	5:21:01
12/12	5:26:01
12/12	5:31:01
12/12	5:36:01
12/12	5:41:01
12/12	5:46:01
12/12	5:51:01
12/12	5:56:01
12/12	6:01:01
12/12	6:06:01
12/12	6:11:01
12/12	6:16:01
12/12	6:21:01
12/12	6:26:01
12/12	6:31:01
12/12	6:36:01
12/12	6:41:01
12/12	6:46:01
12/12	6:51:01
12/12	6:56:01
12/12	7:01:01
12/12	7:06:01
12/12	7:11:01
12/12	7:16:01
12/12	7:21:01
12/12	7:26:01
12/12	7:31:01
12/12	7:36:01
12/12	7:41:01
12/12	7:46:01
12/12	7:51:01
12/12	7:56:01
12/12	8:01:01
12/12	8:06:01
12/12	8:11:01
12/12	8:16:01
12/12	8:21:01
12/12	8:26:01
12/12	8:31:01
12/12	8:36:01
12/12	8:41:01
12/12	8:46:01
12/12	8:51:01
12/12	8:56:01
12/12	9:01:01
12/12	9:06:01
12/12	9:11:01
12/12	9:16:01
12/12	9:21:01
12/12	9:26:01
12/12	9:31:01
12/12	9:36:01
12/12	9:41:01
12/12	9:46:01
12/12	9:51:01
12/12	9:56:01
12/12	10:01:01
12/12	10:06:01
12/12	10:11:01
12/12	10:16:01
12/12	10:21:01
12/12	10:26:01
12/12	10:31:01
12/12	10:36:01
12/12	10:41:01
12/12	10:46:01
