28/28	0:00:48
28/28	0:05:40
28/28	0:10:40
28/28	0:15:40
28/28	0:20:40
28/28	0:25:40
28/28	0:30:40
28/28	0:35:40
28/28	0:40:40
28/28	0:45:40
28/28	0:50:40
28/28	0:55:40
28/28	1:00:40
28/28	1:05:40
28/28	1:10:40
28/28	1:15:40
28/28	1:20:40
27/28	1:25:40
27/27	1:30:40
27/27	1:35:40
27/27	1:40:40
27/27	1:45:40
26/27	1:50:40
26/26	1:55:40
26/26	2:00:40
27/27	2:05:40
27/27	2:10:40
27/27	2:15:40
27/27	2:20:40
28/28	2:25:40
28/28	2:30:40
28/28	2:35:40
28/28	2:40:40
28/28	2:45:40
28/28	2:50:40
28/28	2:55:40
28/28	3:00:40
28/28	3:05:40
28/28	3:10:40
28/28	3:15:40
28/28	3:20:40
28/28	3:25:40
28/28	3:30:40
28/28	3:35:40
28/28	3:40:40
28/28	3:45:40
28/28	3:50:40
28/28	3:55:40
28/28	4:00:40
28/28	4:05:40
28/28	4:10:40
28/28	4:15:40
28/28	4:20:40
28/28	4:25:40
28/28	4:30:40
28/28	4:35:40
28/28	4:40:40
28/28	4:45:40
28/28	4:50:40
28/28	4:55:40
28/28	5:00:40
28/28	5:05:40
27/28	5:10:40
28/28	5:15:40
28/28	5:20:40
28/28	5:25:40
28/28	5:30:40
28/28	5:35:40
28/28	5:40:40
28/28	5:45:40
28/28	5:50:40
28/28	5:55:40
28/28	6:00:40
28/28	6:05:40
28/28	6:10:40
28/28	6:15:40
28/28	6:20:40
28/28	6:25:40
28/28	6:30:40
28/28	6:35:40
28/28	6:40:40
28/28	6:45:40
28/28	6:50:40
28/28	6:55:40
28/28	7:00:40
28/28	7:05:40
28/28	7:10:40
28/28	7:15:40
28/28	7:20:40
29/29	7:25:40
29/29	7:30:40
29/29	7:35:40
29/29	7:40:40
29/29	7:45:40
29/29	7:50:40
29/29	7:55:40
29/29	8:00:40
29/29	8:05:40
30/30	8:10:40
30/30	8:15:40
30/30	8:20:40
30/30	8:25:40
30/30	8:30:40
30/30	8:35:40
30/30	8:40:40
30/30	8:45:40
30/30	8:50:40
30/30	8:55:40
30/30	9:00:40
30/30	9:05:40
30/30	9:10:40
31/31	9:15:40
30/31	9:20:40
29/30	9:25:40
30/30	9:30:40
30/30	9:35:40
30/30	9:40:40
30/30	9:45:40
30/30	9:50:40
30/30	9:55:40
30/30	10:00:40
30/30	10:05:40
30/30	10:10:40
30/30	10:15:40
30/30	10:20:40
30/30	10:25:40
30/30	10:30:40
30/30	10:35:40
30/30	10:40:40
30/30	10:45:40
30/30	10:50:40
30/30	10:55:40
30/30	11:00:40
30/30	11:05:40
30/30	11:10:40
30/30	11:15:40
30/30	11:20:40
30/30	11:25:40
30/30	11:30:40
30/30	11:35:40
30/30	11:40:40
29/30	11:45:40
29/29	11:50:40
29/29	11:55:40
29/29	12:00:40
29/29	12:05:40
29/29	12:10:40
30/30	12:15:40
30/30	12:20:40
30/30	12:25:40
30/30	12:30:40
30/30	12:35:40
30/30	12:40:40
30/30	12:45:40
30/30	12:50:40
30/30	12:55:40
31/31	13:00:40
32/32	13:05:40
32/32	13:10:40
32/32	13:15:40
32/32	13:20:40
32/32	13:25:40
32/32	13:30:40
32/32	13:35:40
32/32	13:40:40
31/32	13:45:40
31/31	13:50:40
32/32	13:55:40
32/32	14:00:40
32/32	14:05:40
32/32	14:10:40
32/32	14:15:40
32/32	14:20:40
32/32	14:25:40
32/32	14:30:40
32/32	14:35:40
32/32	14:40:40
32/32	14:45:40
32/32	14:50:40
32/32	14:55:40
32/32	15:00:40
32/32	15:05:40
32/32	15:10:40
32/32	15:15:39
32/32	15:20:40
32/32	15:25:39
