15/15	0:00:40
15/15	0:05:40
15/15	0:10:40
15/15	0:15:40
15/15	0:20:40
15/15	0:25:40
15/15	0:30:40
14/15	0:35:40
14/14	0:40:40
14/14	0:45:40
14/14	0:50:40
14/14	0:55:40
14/14	1:00:40
15/15	1:05:40
15/15	1:10:40
15/15	1:15:40
15/15	1:20:40
15/15	1:25:40
14/15	1:30:40
12/14	1:35:40
12/12	1:40:40
12/12	1:45:40
12/12	1:50:40
12/12	1:55:40
12/12	2:00:40
12/12	2:05:40
12/12	2:10:40
12/12	2:15:40
12/12	2:20:40
12/12	2:25:40
12/12	2:30:40
12/12	2:35:40
12/12	2:40:40
12/12	2:45:40
11/12	2:50:40
11/11	2:55:40
11/11	3:00:40
11/11	3:05:40
11/11	3:10:40
11/11	3:15:40
11/11	3:20:40
11/11	3:25:40
11/11	3:30:40
11/11	3:35:40
11/11	3:40:40
11/11	3:45:40
11/11	3:50:40
11/11	3:55:40
11/11	4:00:40
11/11	4:05:40
11/11	4:10:40
11/11	4:15:40
11/11	4:20:40
11/11	4:25:40
11/11	4:30:40
11/11	4:35:40
11/11	4:40:40
11/11	4:45:40
11/11	4:50:40
11/11	4:55:40
11/11	5:00:40
11/11	5:05:40
11/11	5:10:40
11/11	5:15:40
11/11	5:20:40
11/11	5:25:40
11/11	5:30:40
11/11	5:35:40
11/11	5:40:40
11/11	5:45:40
11/11	5:50:40
12/12	5:55:40
12/12	6:00:40
12/12	6:05:40
13/13	6:10:40
13/13	6:15:40
13/13	6:20:40
13/13	6:25:40
13/13	6:30:40
13/13	6:35:40
13/13	6:40:40
13/13	6:45:40
13/13	6:50:40
13/13	6:55:40
13/13	7:00:40
13/13	7:05:40
13/13	7:10:40
13/13	7:15:40
13/13	7:20:40
14/14	7:25:40
14/14	7:30:40
14/14	7:35:40
14/14	7:40:40
14/14	7:45:40
15/15	7:50:40
15/15	7:55:40
15/15	8:00:40
15/15	8:05:40
15/15	8:10:40
15/15	8:15:40
15/15	8:20:40
15/15	8:25:40
15/15	8:30:40
15/15	8:35:40
15/15	8:40:40
16/16	8:45:40
16/16	8:50:40
16/16	8:55:40
16/16	9:00:40
16/16	9:05:40
16/16	9:10:40
16/16	9:15:40
16/16	9:20:40
16/16	9:25:40
16/16	9:30:40
16/16	9:35:40
16/16	9:40:40
16/16	9:45:40
16/16	9:50:40
16/16	9:55:40
